"candidate_id","title","location","hire_flag"
2964,"Software technologist and consultant focused on AI and customer experience","Emeryville, California, United States",0
2965,"Technology Leader | Customer Success","Palo Alto, California, United States",0
2966,"Career & Leadership Coach // viscoaching.com","Oakland, California, United States",0
2967,"Senior Global Account Director at CA Technologies - Wells Fargo","San Francisco, California, United States",0
2968,"currently seeking new opportunities in the Bay Area and beyond","San Francisco, California, United States",0
2969,"Senior Engineering Manager at Google","Walnut Creek, California, United States",0
3021,"Very Technical Tech Writer, Editor - Specializing in Engineering/Software/Developer Documentation","Petaluma, California, United States",0
2970,"Head of Engineering Services at CoreOS","Milpitas, California, United States",0
2972,"Principal Software Engineer","Dublin, California, United States",0
2973,"Senior Director of Engineering, Data Products at Salesforce","San Francisco, California, United States",0
2974,"Senior Director, Solution Engineering at MuleSoft, a Salesforce company","Kendall Park, New Jersey, United States",0
2975,"Product at Amazon Alexa | Product Innovation","San Leandro, California, United States",0
2976,"Co-Founder & CEO at Offsyte (virtual team outings) | ex-engineering manager at Lyft","San Francisco, California, United States",0
2977,"Vice President Of Engineering at Red Hat","Palo Alto, California, United States",0
3023,"Sales Director - TOLA at Moveworks","Houston, Texas, United States",0
2978,"Group Product Manager at ezCater","Somerville, Massachusetts, United States",0
2979,"Help customers build awesome products with APIs","Austin, Texas, United States",0
2980,"Building Trace Data. Hiring in engineering, product, design and data science!","San Francisco, California, United States",0
2981,"SOA/EAI/Micro-Services/API Management - MuleSoft (mule 3.x, 4.x) - WSO2AM - Open Source ESBs Solutions Consultant","Mill Valley, California, United States",0
2982,"Head of Solutions Engineering at Flowmill","San Francisco, California, United States",0
2983,"Sales Engineer at Google Cloud","Sunnyvale, California, United States",0
2984,"Sr. Director, Fusion Cloud Applications Development at Oracle","Saratoga, California, United States",0
2985,"Co-Founder and CEO at Blameless, Inc.","Los Altos, California, United States",0
2986,"Managing Mulesoft Architect at Capgemini","Chapel Hill, North Carolina, United States",0
2987,"Vice President of Products at Kong Inc.","Sausalito, California, United States",0
2988,"Hiring for Developer Marketing at RingCentral","San Francisco, California, United States",0
2989,"AI | ML | Platform Strategy | Mulesoft, MIT Alum","San Francisco, California, United States",0
22574,"Senior Quality Assurance Automation Engineer en Naranja X","General Rodríguez, Buenos Aires Province, Argentina",0
2991,"Principal Engineer at Center for Digital Health Innovation at UCSF","Danville, California, United States",0
2992,"Director of Engineering at Salesforce","Yorkville, Illinois, United States",0
2993,"Co-Founder and Head of Engineering, AdLingo at Area 120","San Francisco, California, United States",0
2994,"Expert Drupal and PHP Freelancer","Orlando, Florida, United States",0
2995,"CTO at HG Insights, Technologist, Entrepreneur","Santa Barbara, California, United States",0
51814,"Implementation & Customer Success Manager at Emi Labs","Argentina",0
2996,"Co-founder & Research Lead at Graph Protocol, Inc.","Oakland, California, United States",0
2997,"VP of Engineering at Evisort","Danville, California, United States",0
2998,"Founder at build.my, Deep Thought, ex Facebook","San Mateo, California, United States",0
2999,"Director of Software Architecture at Latent AI","Fairfax, California, United States",0
3000,"CTO at Omni3 Partners","Brooklyn, New York, United States",0
3001,"Director, Technical Recruiting at Upgrade","San Francisco, California, United States",0
3002,"Co-Founder, CTO at Beam","San Francisco, California, United States",0
3003,"Founder, CTO at LayerJot","Palo Alto, California, United States",0
3004,"VP Architecture at Rubik.ai and Chief Architect at Iterative Architecture","Marina del Rey, California, United States",0
3195,"Software Engineering Manager at NetSuite","San Mateo, California, United States",1
3005,"CTO at Vanrish Technology | MuleSoft Meetup Leader","Alpharetta, Georgia, United States",0
3006,"Chief Product Officer at Symphony.com","Palo Alto, California, United States",0
3007,"Accelerating the growth of AI applications @ Scale AI","San Francisco, California, United States",0
3008,"VP of engineering at AFU Software","Carteret, New Jersey, United States",0
3009,"Enterprise Systems Architect, CTO at TechNews.io, Founding Developer at MuleSoft, Independent Consultant","St Petersburg, Florida, United States",0
3010,"Client Solutions Director at Ripple","Fremont, California, United States",0
3011,"Chief Architect at WellHive","East Lansing, Michigan, United States",0
3012,"Sr. Director of Product Management at HashiCorp","San Francisco, California, United States",0
3031,"Vice President - Head of Information Technology at Databricks","San Francisco, California, United States",0
3013,"Head of Enterprise RPA Platform at Automation Anywhere","Fremont, California, United States",0
3014,"Director of Product Management at Kong Inc.","San Francisco, California, United States",0
3015,"Executive at Turnitin, CTO& CIO","Redwood City, California, United States",0
3016,"Senior Manager, Support at Salesforce","Geneva, Illinois, United States",0
3017,"Principal Technical Product Manager, Platform and Query Engines at Treasure Data (now part of ARM)","San Mateo, California, United States",0
3018,"Director, Product Management at ServiceNow – The Enterprise Cloud Company","Santa Clara, California, United States",0
3019,"Software Engineer at Mode","Cupertino, California, United States",0
3020,"Chief Product Officer at ManagedMethods Inc","Denver, Colorado, United States",0
3022,"Principal at Wonder Lake Software, LLC","Seattle, Washington, United States",0
3024,"Vice President of Marketing and member of Executive team at Kong Inc.","Palo Alto, California, United States",0
3025,"Head of Marketing at Branch","San Francisco, California, United States",0
3026,"VP, North America at Udacity","Madison, New Jersey, United States",0
3027,"Director of Product Marketing at Helpshift","San Francisco, California, United States",0
3028,"Building autonomous vehicles in Boston. We're hiring!","Waltham, Massachusetts, United States",0
3029,"Chief Marketing Officer, Portworx","Saratoga, California, United States",0
3030,"VP Product and Engineering at BUT Software","Arvada, Colorado, United States",0
3032,"Chief Technology Officer at TetraScience","Boston, Massachusetts, United States",0
3033,"Software Development Manager at Shutterstock","Jersey City, New Jersey, United States",1
3034,"Senior Vice President Of Engineering at Expanse","San Francisco, California, United States",0
3035,"Vice President at EarnUp","San Francisco, California, United States",0
3036,"Chief Technology Officer at SocialFlow","Brooklyn, New York, United States",0
3037,"CTO | Builder | Hacker","Oakland, California, United States",0
3038,"Entrepreneur","Beacon, New York, United States",0
3039,"Senior Director Of Operations at Attentive","Wyckoff, New Jersey, United States",0
3040,"Vice President Software Engineer at JPMorgan Chase & Co.","New York, New York, United States",0
3041,"Senior Talent Acquisition Manager at The New York Times","New York, New York, United States",0
3042,"Director of Platform at Instacart","Sunnyvale, California, United States",0
3052,"Software Engineering @ Ironclad","San Francisco, California, United States",0
3043,"Operations Strategy & Project Management","West Hollywood, California, United States",0
3044,"Head Of Engineering at Cat Digital Labs","San Jose, California, United States",0
3045,"Data Scientist at Facebook","Richmond, California, United States",0
3046,"Tech worker with more than 10 years experience","New York, New York, United States",0
3047,"Director Of Engineering at Paperless Post","Fremont, California, United States",0
3048,"Co-Founder | Software Engineer at Pie Systems","San Francisco, California, United States",0
3049,"Helping companies develop their Growth Mechanism - from data infrastructure to performance marketing.","Portola Valley, California, United States",0
3050,"Assistant Director - Software Engineer at Moody's Analytics","San Francisco, California, United States",0
3051,"Director of Analytics Modernization at Rodan + Fields","San Francisco, California, United States",0
3216,"Product Lead @ Google Shopping | Building the future of differentiated Marketplaces","San Carlos, California, United States",0
3053,"Product & Engineering at Box. Alumnus of Berkeley & Cambridge.","Fremont, California, United States",0
3054,"Engineering Manager at OpenTable","Oakland, California, United States",0
10315,"Sr. Python Developer at Real Trends","San Fernando del Valle de Catamarca, Catamarca, Argentina",0
3056,"Software Engineering Manager at Discord","San Francisco, California, United States",0
3057,"Director of Engineering at Twitch","San Francisco, California, United States",0
3058,"Software Engineer at Samsara","United States",0
3059,"Head of Engineering at Trim","Alameda, California, United States",0
3060,"Engineer/Founder at Lakumbra","Fremont, California, United States",0
3061,"Product Developer and Software Team Leader","Nashville, Tennessee, United States",0
3062,"Engineering leader","San Francisco, California, United States",1
3063,"Head of Engineering, Digital Products at Myriad Genetics","Redwood City, California, United States",0
3074,"Senior Engineering Manager at Affirm, Inc.","San Francisco, California, United States",0
3064,"Chief Architect at StubHub","San Francisco, California, United States",0
3065,"Engineering Manager at Dropbox","New York, New York, United States",0
3066,"Software Generalist","Brentwood, Tennessee, United States",0
3067,"Engineering Leadership","New York, New York, United States",0
3068,"Engineering Manager, Immerse at OmniSci","San Francisco, California, United States",0
3069,"Senior Director, Data Engineering at Figure","San Francisco, California, United States",0
3070,"Senior Software Engineer at TechnologyAdvice","Nashville, Tennessee, United States",0
3071,"Co-founder at Olema","San Rafael, California, United States",0
3072,"Software engineer, entrepreneur, & advisor","Boston, Massachusetts, United States",0
3073,"Engineering Manager, Merch at Riot Games","Santa Monica, California, United States",0
3095,"Engineering Manager, Core Data Privacy at Google","San Francisco, California, United States",0
3075,"VP of Engineering at Ethos Life.","Los Altos, California, United States",0
3076,"Caviar Engineering Lead at DoorDash","San Francisco, California, United States",0
3077,"President/COO of roygreenfeld.com","Los Angeles, California, United States",0
3078,"Software Engineering Manager at Bynder","Union City, California, United States",0
3079,"Technical Program Manager at Google","Cupertino, California, United States",0
3080,"Product at Square","San Francisco, California, United States",0
3081,"Technical Program Management at Facebook","Palo Alto, California, United States",0
3082,"I make things.","San Francisco, California, United States",0
3083,"Strategic Technology Partner Integration Manager at Freddie Mac","Frisco, Texas, United States",0
3084,"Cofounder and CTO","San Francisco, California, United States",0
3096,"I save you time in finding & booking services for your next event! @Youcanevent.com We're hiring!","San Francisco, California, United States",0
3243,"Engineering Leader - Site Reliability Engineering","San Francisco, California, United States",0
3085,"Director of Platform Engineering at Flexport (I'm Hiring!)","San Francisco, California, United States",0
3086,"Staff Software Engineer at Google","Stanford, California, United States",0
3087,"Product Manager at Google (ex Amazon and Sequoia-backed startups) and Advisor","Sunnyvale, California, United States",0
3088,"Founder, Engineering and Product Development at Beyond Light Creations","Nashville, Tennessee, United States",0
3089,"Software Engineering Manager at EasyPost","San Francisco, California, United States",0
3090,"Product at AppFolio | Ex-Spotify","Santa Barbara, California, United States",0
3091,"Vice President Of Engineering at Nurx","Oakland, California, United States",0
3092,"Vice President Of Engineering at Binti, Inc.","Oakland, California, United States",0
3093,"Sr. Manager, Rider Experience","San Jose, California, United States",0
3094,"Founder & CTO at Command E","San Francisco, California, United States",1
3097,"Engineering and AI/ML/Data Science Leader and Entrepreneur","San Francisco, California, United States",0
3098,"Software Engineer at Twitch","Oakland, California, United States",0
3099,"Software Engineering Manager at Facebook","Kirkland, Washington, United States",0
3100,"Senior QA Engineer - Video Apps Team (iMovie, Final Cut Pro, Compressor, Motion)","Alameda, California, United States",0
3101,"Enterprise Solutions Architect at Amazon Web Services (AWS)","Fort Collins, Colorado, United States",0
3102,"Founder and CEO at Seekh","San Francisco, California, United States",0
3103,"Senior Vice President of Engineering","San Francisco, California, United States",0
3115,"Lead Software Developer, Mobile, Android, Kotlin","New York, New York, United States",0
3104,"Engineering Manager at Google","Morgan Hill, California, United States",0
3105,"Building Awesome Apps for Personal Trainers and their Clients | http://www.trainerfu.com","Sunnyvale, California, United States",0
3106,"Director of Technology at Kasa","Stanford, California, United States",0
3107,"Senior Manager of Analytics at Aristocrat","Las Vegas, Nevada, United States",0
3108,"Get data, solve problems | Co-Founder & CTO at +364 | Owner and Operator of Redbeard AI","Seattle, Washington, United States",0
3109,"Account Director, Travel & Hospitality, Digital Engineering at Luxoft","Tucson, Arizona, United States",0
3110,"Software Engineering Manager at Kasa Living, Inc.","Berkeley, California, United States",0
3111,"Director of Product Management, Microsoft for Startups","San Francisco, California, United States",0
3112,"Software Engineer","Somerville, Massachusetts, United States",0
3113,"VP of Engineering","New York, New York, United States",0
3114,"Growth @ Samsara","San Francisco, California, United States",0
3116,"Engineering Manager at Google","New York, New York, United States",0
50811,"Business Analyst--","El Salvador",0
3117,"Co-Founder, CEO at Twelve","New York, New York, United States",0
3118,"Director of Product at Peloton","New York, New York, United States",0
3119,"Software Development Manager at Amazon. Hiring Android and Full Stack Developers!","Sunnyvale, California, United States",0
3120,"CTO at Resonate Recordings","Louisville, Kentucky, United States",0
3121,"Coaching Technology Leaders.","Prescott, Arizona, United States",0
3122,"VP of Engineering at Maven Clinic (We're Hiring!)","New York, New York, United States",0
3123,"VP of Product Engineering at Marqeta","Oakland, California, United States",0
3124,"Chief Technology Officer at Kissmetrics","United States",0
3125,"CEO at yearend, CPA","Fremont, California, United States",0
3126,"CTO at Matterport","Los Altos, California, United States",0
3127,"President at Dvele","San Diego, California, United States",0
12232,"Data Analytics | Data Analyst","Argentina",0
50564,"Customer Success Agent en Dondo","Medellín, Antioquia, Colombia",0
23020,"Backend | Python | Django | Flask | FastApi","Sao Paulo, São Paulo, Brasil",0
34618,"Gerente de Proyectos Industriales en Cervecería y Malteria Quilmes","La Plata, Buenos Aires Province, Argentina",0
2267,"Product Manager at Workana","Buenos Aires, Buenos Aires Province, Argentina",1
29944,"DevOps Technical Lead","Guadalajara, Jalisco, Mexico",0
3131,"Software Engineer | Partner at Fiqus Coop","Argentina",0
3130,"Sr. Backend Developer en Zetti Ingenieria en Sistemas","Buenos Aires, City of Buenos Aires, Argentina",1
3978,"IT Sr. Recruiter","Zaragoza, Coahuila, Mexico",0
34619,".NET SSR Developer in DXC Technology","Buenos Aires, Buenos Aires Province, Argentina",0
12254,"Programador de Python, Solo empleo remoto. Usando múltiples lenguajes de programación desde 1992, nacido en 1972. Se habla Castellano.","Municipio Gómez, Nueva Esparta, Venezuela",0
7394,"Desarrollador backend en inRESONANCE Inc.","Bogotá, Distrito Capital, Colombia",1
23021,"EM+S, IT Consultant","Santiago, Región Metropolitana de Santiago, Chile",1
16340,"Senior QA Engineer","Colombia",0
3137,"Engineering Manager at Amazon(Twitch)","San Jose, California, United States",0
5413,"Ejecutiva para Empresas en Aprende Institute","Bogota,D.C., Capital District, Colombia",0
12233,"UI/UX Designer","Buenos Aires, Buenos Aires Province, Argentina",0
3138,"Leadership, Product/P&L Management, Software Engineering, Entrepreneurship | Apple, Amazon, Twilio | Yale MBA, USC MSCS","San Bruno, California, United States",0
3139,"Airbnb Engineering Leadership","San Francisco, California, United States",0
3140,"Director Infrastructure Engineering at Credit Karma","San Francisco, California, United States",0
3141,"Senior Engineering Manager - Machine Learning: VASP Operations at Wayfair","Salem, Massachusetts, United States",0
3142,"Building Scalable SaaS Solutions; Engineering Transformations; SDN","Saratoga, California, United States",0
3143,"VP of Engineering, AI Platform","San Francisco, California, United States",0
3144,"Director of Software Engineering - Onboard Infrastructure at Argo AI","Pittsburgh, Pennsylvania, United States",0
3145,"Chief Security Officer at Redox","Seattle, Washington, United States",0
3146,"Chief Architect at Postfi","San Francisco, California, United States",0
3147,"Technology Exec | Startup Advisor","Burlingame, California, United States",0
42063,"DevOps | Developer NodeJs","São Paulo, São Paulo, Brazil",0
3149,"Senior Engineering Manager at GitHub","Oakland, California, United States",0
3150,"Entrepreneurial Software Engineering Executive building products and teams globally","Cupertino, California, United States",0
3151,"Director, Infrastructure / Cloud Engineering","Alameda, California, United States",0
3152,"Director Of Engineering at Ngrok","Berkeley, California, United States",0
3153,"Software Engineering Lead","Dublin, California, United States",0
3154,"CTO & Leading Engineering Executive ✦ Patented Inventor & Disruptor ✦ Global Team Builder & Transformer","Sunol, California, United States",0
3155,"Engineering Productivity & Platform Test Engineering @ Palo Alto Networks | Hiring at all levels","Los Altos, California, United States",0
3156,"Director Of Engineering at Stitch Fix","Santa Clara, California, United States",0
3157,"Engineering Management & Leadership","San Francisco, California, United States",0
3158,"Partner Engineer at Twitter","San Francisco, California, United States",0
3159,"Co-Founder & CEO at Krisp","San Jose, California, United States",0
3160,"founder of Impact Upgrade, consultant, software engineer, & open source developer","Fort Wayne, Indiana, United States",0
3161,"co-founder at bytebase.io","San Francisco, California, United States",0
3162,"Engineering Manager at Prosper Marketplace","San Francisco, California, United States",0
3163,"CTO at Energizer Connect","Brooklyn, New York, United States",0
3245,"Director Of Technology at Oteemo Inc.","Fairfax Station, Virginia, United States",0
3164,"Technical Lead at athenahealth","Austin, Texas, United States",0
3165,"Co-founder and CTO, Stream","Mountain View, California, United States",0
3166,"Head of Data Engineering at Pinterest","Palo Alto, California, United States",0
3167,"Technical Program Manager at Brex","San Francisco, California, United States",0
3168,"Software Engineering Manager at WhatsApp","San Francisco, California, United States",0
3169,"co-founder & ceo of RevOps. We’re hiring!","Brisbane, California, United States",0
3170,"Engineering Manager at PagerDuty","San Francisco, California, United States",0
3171,"Site Reliability Systems Engineering Manager, Leader, Cloud Computing, Lean, Agile, Scrum, Software Development, DevOps","San Francisco, California, United States",0
3172,"Product Management @ Samsung","Belmont, California, United States",0
3173,"Chief Information Security Officer at Segment","San Francisco, California, United States",0
3174,"CEO & Co-Founder at Predella","San Francisco, California, United States",0
3175,"Driving the machine apocalypse since 2001","Austin, Texas, United States",0
3176,"Field Engineering Manager at Scale AI","San Mateo, California, United States",0
3177,"Founder of Hubcase. NetSuite Certified ERP Consultant, Developer and Admin","Fremont, California, United States",0
3178,"Software Manager - Multimedia at WhatsApp Inc.","San Mateo, California, United States",0
3179,"Chief Executive Officer at Banyan Infrastructure","San Francisco, California, United States",0
3287,"Chief Technology Officer at mTreatment","Denver, Colorado, United States",0
3180,"VP of Engineering at TripActions","Kenwood, California, United States",0
3181,"Security with Grace | Team Builder | Music Lover","Hayward, California, United States",0
3182,"Co-Founder at Cortex (YC W20)","San Jose, California, United States",0
3183,"Co-Founder at Peach Street","New York, New York, United States",0
3184,"Senior Vice President and General Manager, Poly Enterprise Headset BU","San Jose, California, United States",0
3185,"Senior Engineering manager + Hands-on technical leader","Fremont, California, United States",0
3186,"Director Of Engineering at Cloudleaf, Inc - A Gartner Cool Vendor","Mountain View, California, United States",0
3187,"Learner. Hiring at all levels for Ads Machine Learning Infrastructure organization.","Mountain View, California, United States",0
3188,"Principal Software Engineer (Technical Manager)","Santa Clara, California, United States",0
3244,"Application Engineer at Facebook","San Francisco, California, United States",0
3189,"Senior Manager, Platform Engineering at Glooko","San Jose, California, United States",0
3190,"VP of Engineering","Redwood City, California, United States",0
3191,"Senior Manager of Infrastructure Engineering Kubernetes DevOps | Private Cloud | AWS | GCP","San Mateo, California, United States",0
3192,"Product Engineering Leader |Platform | Cloud | SaaS | Subscription Billing| Big Data | infrastructure Software","Sunnyvale, California, United States",0
3193,"Director, Software Engineering","Mountain View, California, United States",0
3194,"Improving people’s lives with the world’s best transportation. Join us at Lyft: Be yourself, Uplift others, and Make it Happen.","San Francisco, California, United States",0
3196,"Co-founder & CTO at Stealth-mode Startup","Palo Alto, California, United States",0
50565,"Business Development Representative at PartnerHero","Honduras",0
3198,"Director of Engineering, AppDynamics | We are Hiring!","San Jose, California, United States",0
3199,"Hadoop HDFS - Manager II at Uber","Palo Alto, California, United States",0
3200,"Sr. Director of Engineering at Zscaler","Sunnyvale, California, United States",0
3201,"Director of DevOps/SRE at Personal Capital","Redwood City, California, United States",0
3202,"Engineering Leader @Google","Menlo Park, California, United States",0
3203,"Engineering Manager at Facebook","Sunnyvale, California, United States",0
3204,"Engineering and Product Executive, Co-Founder, Technical Advisor","Mountain View, California, United States",0
3205,"VP, Technical Operations at Dynamic Signal","Palo Alto, California, United States",0
3206,"CTO at 1Factory","Redwood City, California, United States",0
3207,"Co-founder and CEO at Stealth Mode Startup","Fremont, California, United States",0
3208,"UX Engineering Manager at Google","San Mateo, California, United States",0
3209,"Manager of Technical Programs at Tesorio","Fremont, California, United States",0
3210,"CEO and President at Goalsr Inc","San Jose, California, United States",0
3211,"Product and Technology Strategy for the agile supply chain operations","San Carlos, California, United States",0
3212,"Product/Program Management","Redwood City, California, United States",0
3213,"Director of Security Engineering at OneLogin","Los Altos, California, United States",0
3214,"Principal Data Lead, Cloud Engineering at Plume Designs Inc","San Jose, California, United States",0
3215,"Data Science & Analytics Leader","Newark, California, United States",0
3217,"Cloud Engineering","San Mateo, California, United States",0
8197,"Fullstack Developer","Buenos Aires, Buenos Aires Province, Argentina",1
42064,"Data Scientist at Bradesco","Osasco, São Paulo, Brazil",0
9463,"Co-Founder at Care Overseas","Costa Rica",1
37080,"Graphic Designer","Mérida, Yucatán, Mexico",0
42965,"Full Stack Engineer at Innovid","Argentina",0
22575,"Tech Headhunter & Business Development for U.S and LATAM at Sequoia Global Services.","Mexico",0
50566,"Administración","Álvaro Obregón, Mexico City, Mexico",1
52059,"BI Analyst Sr.","Miguel Hidalgo, Mexico City, Mexico",0
10548,"Head Data Engineer at OPI Analytics","Coyoacán, Ciudad de México, México",1
8138,"Arq. de Software | Tech Lead | Focado no sucesso de equipes e projetos","São Paulo, São Paulo, Brazil",1
17926,"Senior Product Design Manager at Nubank","São Paulo, São Paulo, Brazil",0
3218,"Head of Technology and Information Security at SoftBank Investment Advisers","Mountain View, California, United States",0
3219,"Threading design thinking into the fabric of products and corporate culture","San Mateo, California, United States",0
3220,"Software Engineering Leader","Mountain View, California, United States",0
3221,"Founder at Blueprint Apps","New York, New York, United States",0
3222,"iOS Developer at HOMER","Austin, Texas, United States",0
3223,"Director, Program Management, Innovation Operations","San Bruno, California, United States",0
3224,"Senior Director Infor Nexus Product and Services, ISC at Kuehne + Nagel","West Orange, New Jersey, United States",0
3225,"Entrepreneur/investor/inventor; active in Software, Hardware, Medical, Influencer Mktg, Fintech, and Mortgage industries","Sunnyvale, California, United States",0
3233,"Principal / CEO @ Data-Zen, Data Technology Expert","Porter Ranch, California, United States",0
3226,"Accomplished Software Architect And Engineering Leader","Ithaca, New York, United States",0
3227,"Vice President of Engineering @ McGraw-Hill Education","Littleton, Colorado, United States",0
3228,"Director of Engineering at ARMATURE Corporation","Herndon, Virginia, United States",0
3229,"Sr. Director Engineering at JUUL Labs","Fremont, California, United States",0
3230,"VP Engineering @ Enview. We are recruiting!","San Francisco, California, United States",0
3231,"Head of Engineering, North America - Clarity (PPM) at Broadcom Inc.","Fremont, California, United States",0
3232,"Shaping the invisible","Potomac, Maryland, United States",0
3242,"Software Engineering Manager","Washington, District of Columbia, United States",0
3234,"Director of Engineering","San Francisco, California, United States",0
3235,"VP Engineering at discourse.ai","San Francisco, California, United States",0
3236,"Technology Leader","Washington, District of Columbia, United States",0
3237,"-","Indianapolis, Indiana, United States",0
3238,"Director, Software Engineering at Viridity Energy, Inc","Austin, Texas, United States",0
3239,"CTO TogoGroup","Chicago, Illinois, United States",0
3240,"Vice President, Design and Engineering at cloudtamer.io","Ellicott City, Maryland, United States",0
3241,"Founder, CEO at Diya Health Inc.","Oakland, California, United States",0
3246,"Versatile Business Enabler - Defining organizational strategy, leading people, aligning processes and technology","Gaithersburg, Maryland, United States",0
3247,"Omnitech","Dell Rapids, South Dakota, United States",0
3248,"Software Engineering Leader","Westfield, Indiana, United States",0
3249,"Vice President, Engineering at Cvent","Ashburn, Virginia, United States",0
3250,"Hiring for Engineering & Security Research roles - 100% Remote","Washington, District of Columbia, United States",0
3251,"Director Of Engineering at DraftKings, Inc.","Boston, Massachusetts, United States",0
3252,"Head of Engineering @ Live Oak Bank","Cary, North Carolina, United States",0
3253,"Entrepreneur, Engineer, Producer, Musician, DJ","San Francisco, California, United States",0
3254,"Director, Hardware Engineering at Transact Campus Inc","Phoenix, Arizona, United States",0
3272,"Software Director | Building and growing amazing teams that build amazing software","Indianapolis, Indiana, United States",0
52061,"SRE at Wizeline","Mexico",0
3255,"CTO at Great Minds","Washington, District of Columbia, United States",0
8466,"Software QA Team Lead en Open English","Buenos Aires, Provincia de Buenos Aires, Argentina",0
17276,"Technical Lead at Instaleap","Bogota,D.C., Capital District, Colombia",0
18455,"Talent Acquisition @ Uber She | Her","Benito Juárez, Mexico City, Mexico",1
3991,"Engineering Manager at Cafeto Software","Valle del Cauca, Colombia",0
33205,"Senior Full Stack Developer at RealPage, Inc.","Mexico City Metropolitan Area",1
6883,"Full Stack Engineer at Serprosurca","Dominican Republic",0
23022,"Senior Data Analyst at Jüssi | Google Cloud | Web Analytics | BI","São Paulo, São Paulo, Brazil",1
26944,"Data & Analytics Senior Manager | Growth & Acquisition","São Paulo, São Paulo, Brazil",0
3256,"VP of Engineering Contrast Security","Rockville, Maryland, United States",0
3257,"Customer Success Advocacy | Educator | Ed Tech Leader | REALTOR","Birmingham, Alabama, United States",0
3258,"Lead Software Engineer at Brivo","Bethesda, Maryland, United States",0
3259,"Founder at Vitalchat","Reston, Virginia, United States",0
3260,"Alexa Champion 🏆, Bixby Premier Developer, Voice-First Craftsman, Software Architect & Developer, Speaker 🎤, Father","Phoenix, Arizona, United States",0
3261,"Sr. Software Engineer - Devices at Under Armour","Austin, Texas, United States",0
3262,"Senior Vice President Of Engineering at HighRoads","Burlington, Massachusetts, United States",0
3288,"Director of Platform at Aura Frames","Brooklyn, New York, United States",0
3263,"Let's make it happen.","Silver Spring, Maryland, United States",0
3264,"Associate Director, Web Engineering at MRM","Salt Lake City, Utah, United States",0
3265,"Software Architect","Indianapolis, Indiana, United States",0
3266,"Technical Leader, Manager, Developer","New York, New York, United States",0
3267,"Director of Data Science at Indeed.com","Austin, Texas, United States",0
3268,"Onward!","Dallas, Texas, United States",0
3269,"Co-Founder + CTO at nextmv (YC W20)","United States",0
3270,"Founder of CryptoZink.io - A crypto market price index, exchanges rankings, coin rankings, and news site.","Atlanta, Georgia, United States",0
3271,"VP Product Development at Micro Focus","Peoria, Arizona, United States",0
3273,"Director of Application Development at Asurion","Washington, District of Columbia, United States",0
3274,"Co-Founder and CTO at Shep","Austin, Texas, United States",0
3275,"Director Of Engineering at IntelyCare","Boston, Massachusetts, United States",0
3276,"Co Founder at Degree of Privacy","Washington, District of Columbia, United States",0
3277,"Co-Founder and CTO Subject7","Washington, District of Columbia, United States",0
3286,"Multi-Faceted Software and Consulting Specialist","Stow, Massachusetts, United States",0
3296,"Chief Architect - Edge Foundation at Walmart","Reston, Virginia, United States",0
3278,"Cloud Evangelist/DevSecOps/Cloud Nativity/Cloud Enablement/SRE/DevOps automation/Operational Excellence","McLean, Virginia, United States",0
3279,"Owner/CEO of Malamutable LLC","Vernon Hills, Illinois, United States",0
3280,"CTO, VP Engineering","Brookline, Massachusetts, United States",0
3281,"Director of Product Management at XPO Logistics, Inc.","Arlington Heights, Illinois, United States",0
3282,"Director Of Engineering, Platform at Springbuk®","Plainfield, Indiana, United States",0
3283,"Leader for Design + Engineering + Visualization of complex analytics | Encouraging growth mindset for Human Learning","Arlington, Virginia, United States",0
3284,"Distinguished Engineer at Capital One","Potomac, Maryland, United States",0
3285,"Senior Vice President, Engineering at Interfolio","Bethesda, Maryland, United States",0
3289,"Product Management and Business Strategy","Bellingham, Washington, United States",0
3290,"Software Architect at Optum Technology Solutions","Newark, Delaware, United States",0
3291,"Founder of InvokeCI | Sr. Manager of Engineering and Agile Best Practice at ScienceLogic | President of Hexavera","Reston, Virginia, United States",0
3292,"Celebrating 5 years of development experience and growth!","Austin, Texas, United States",0
3293,"Director Technology","San Francisco, California, United States",0
3294,"Ten Thumbs DIY at Tug LLC","Somerset, Kentucky, United States",0
3295,"Principal at Ciber Global","Orlando, Florida, United States",0
29126,"Software engineer - Mercado Livre","Osasco, São Paulo, Brazil",0
3297,"Director, Big Data and Analytics at Windstream","Reston, Virginia, United States",0
3298,"Customer Service Specialist en adidas","Núñez, City of Buenos Aires, Argentina",0
3299,"Sr. Executive Assistant / English and French speaking Búsqueda Laboral Activa","San Nicolás, City of Buenos Aires, Argentina",0
52225,"Senior Software Engineering en SecureAuth Corporation","Bahía Blanca Partido, Buenos Aires Province, Argentina",0
3301,"Devops SRE / Cloud Architect at Ingenia CA","Núñez, City of Buenos Aires, Argentina",0
3302,"Account Manager, Inside Sales Representative at DellEMC en Dell Technologies","City of Buenos Aires, Argentina",0
37081,"iOS Developer at NEORIS","Cuajimalpa de Morelos, Mexico City, Mexico",0
3324,"Senior Vice President, Capital Finance at Northern Trust","Chicago, Illinois, United States",0
30829,"3D Character Animator en mighty studio","Colombia",0
22576,"Software Engineer I at Creditas","São Paulo, São Paulo, Brazil",0
52226,"Software Developer en Punk eMarketing","Cancún, Quintana Roo, Mexico",0
25712,"Auxiliar administrativo en Don Italo SA","Casilda, Santa Fe, Argentina",1
