"education_id","title","description","date_range","candidate_id"
2980,"Colegio y Liceo San Javier","Bachiller en Ingenieria, Engineering","1992 – 1997",3571
2981,"-",NULL,"",3572
2983,"Superintendencia de la Actividad Aseguradora, Venezuela","Diplomado de Seguros y Reaseguro, Diplomado en Seguros y Reaseguro","2013 – 2014",3575
2984,"University of Havana","Msc. Informática Aplicada, Ingeniería Mecánica","2005 – 2007",3575
2985,"University of Havana","Engineer's Degree, Ingenieria Mecánica","1997 – 2001",3575
2986,"Universidad ORT Uruguay","Bachelor of Engineering (B.Eng.), Computer Software Engineering","2010 – 2016",3576
2987,"Universidad del trabajo Uruguay","Computer Software Technology/Technician","2006 – 2009",3576
2988,"Universidad ORT Uruguay","Analista de Sistemas","1993 – 1998",3577
2989,"Yavne",NULL,"",3577
2990,"Clara Jackson de Heber",NULL,"",3578
2993,"Universidad de la República","Especialización en Gestión de Datos y Sistemas de Información","2017 – 2018",3581
2994,"Universidad de la República","Engineer's degree, Computer Software Engineering","1999 – 2012",3581
2995,"Universidad de la República","Computer Engineering","2015 – 2020",3582
2996,"Scuola Italiana di Montevideo","Italian Language and Literature","2009 – 2014",3582
2997,"University of Michigan","English Language","2012",3582
2998,"Universidad ORT Uruguay","Computer Science Engineer, Ingeniería en Computación","2001 – 2006",3583
3006,"Universidad de la República","Engineer's Degree, Computer Engineering","2010 – 2020",3585
3007,"University of Cambridge","Certificate In Advanced English , English Language","",3585
3008,"University of Cambridge","First Certificate In English , English Language","",3585
3009,"University of Cambridge","Certificate Of Proficiency In English , English Language","",3585
3010,"Universidad Católica del Uruguay 'Dámaso Antonio Larranaga'","Software Engineer, Software Engineer","2008 – 2016",3586
3011,"Universidad de la República","Systems Engineer","1998 – 2003",3587
3013,"Universidad Tecnológica Nacional","Analista de Sistemas (Proximamente), Ingenieria en Sistemas","2011 – 2020",3589
3014,"Lasalle-SIA College of the Arts","Foundation Degree, Music - Jazz","2008 – 2009",3590
3015,"Singapore American School","High School Diploma, High School/Secondary Diplomas and Certificates","2002 – 2008",3590
3017,"Universidad de Montevideo","Ingeniería en Informática","2014 – 2018",3592
3018,"Universidad de la República","Ingeniería en Computación","2011 – 2013",3592
3019,"Universidad Católica del Uruguay 'Dámaso Antonio Larranaga'","Computer Science Engineer","2008 – 2012",3593
3022,"Universidad ORT Uruguay","Graphic & Web Designer, Graphic & Web Design","2009 – 2012",3595
3025,"Universidad ORT Uruguay",NULL,"",3598
3027,"Universidad ORT Uruguay","Licentiate degree, Information Technology","2000",3599
3029,"Universidad de la República","Master in Innovation Management, Business Administration and Management, General","2019 – 2021",3601
3030,"Universidad de la República","Software Engineer, Computer Science","2008 – 2019",3601
3033,"Universidad Católica del Uruguay 'Dámaso Antonio Larranaga'​","Engineer, Computer Engineering","1998 – 2004",3603
3034,"Universidad de la República","Master's Degree, Formal methods","2006 – 2009",3604
3035,"Universidad de la República","Bachelor's Degree, Computer Science/Engineering","1999 – 2004",3604
3037,"University of Information Sciences","Bachelor of Science (B.S.), Computer Software Engineering","2002 – 2007",3606
3038,"--",NULL,"",3606
3039,"--",NULL,"",3606
3040,"Pre",NULL,"",3606
3041,"Universidad Pontificia de Salamanca","Master, Comercio Electrónico","2005 – 2007",3607
3042,"Universitario Autónomo del Sur","Ingeniera, en Informática","2000 – 2004",3607
3043,"ITS Buceo","Computer Technologist, Information Technology","2015 – 2019",3608
3044,"ITS Buceo","Telecommunications and network technology, Information Technology","2007 – 2008",3608
3045,"ITS Buceo","Technological Bachelor of Computer Processing and Maintenance, Information Technology","2000 – 2002",3608
3046,"Facultad de Arquitectura, Universidad de la República","Architecture","1995 – 2001",3609
3047,"I.U.D.E.P. Instituto Uruguayo de Estudios Pre-Universitarios","Bachiller, Architecture","1992 – 1994",3609
3048,"Colegio Richard Anderson","Educacion primaria y secundaria","1982 – 1991",3609
3051,"Universidad de la República","Electrical Engineering","2001 – 2007",3611
3052,"Universidad ORT Uruguay","Programmer","1999 – 2000",3611
3053,"Universidad ORT Uruguay",NULL,"",3612
3054,"Universitarío Autónomo del Sur","Tecnico en soporte de PC´s y redes, Information Technology","2007 – 2007",3612
3055,"Purdue University","BS Tech, Computer Technology","August 1993 – December 1997",3613
3056,"Arizona State University","B.S.E, Computer Systems Engineering","1999 – 2003",3614
3057,"Full Sail Real World Education","Associate of Science, Game Design & Development","November 2003 – February 2005",3615
3058,"California State University at San Bernardino","Bachelor of Science, Computer Science","September 1995 – 1999",3615
3059,"Victor Valley Junior College","Associate of Science, Computer Science","September 1991 – 1995",3615
3060,"Victor Valley Junior College","Associate of Art, Liberal Arts","September 1991 – 1995",3615
3061,"Universidade Federal do Rio de Janeiro","Master’s Degree, Computer Software Engineering","2000 – 2003",3616
3062,"Universidade Federal do Rio de Janeiro","Bachelor's degree, Computer Science","1996 – 2000",3616
3063,"Carnegie Mellon University","Certificate, Introduction to the Capability Maturity Model Integration","2006 – 2006",3616
3064,"California State University-Long Beach",NULL,"2005 – 2008",3617
3065,"Udacity","Nanodegree, Full Stack Web Development","2015 – 2015",3618
3066,"Academy of Art University","Graphic Design","2009 – 2012",3618
3067,"Cerritos College","Computer Science","2007 – 2009",3618
3068,"Instituto Infnet","Master's Degree, Big Data, Big Data, Data Science, Machine Learning","2015 – 2017",3619
3069,"Estácio","Bachelor, Information Technology","2007 – 2010",3619
3070,"Pontifícia Universidade Católica do Rio de Janeiro","Bachelor, Information Technology","2001 – 2006",3619
3071,"Pontifícia Universidade Católica do Rio de Janeiro","Technical, Information Technology","1998 – 2001",3619
3072,"Universidade do Estado do Rio de Janeiro","Bachelor, Geology/Oceanography","1998 – 2001",3619
3073,"University of Waterloo","Bachelor of Applied Science (BASc), Electrical Engineering","2001",3620
3074,"California State University-Long Beach","Computer Engineering","2014",3621
3075,"Long Beach City College","Computer Science","2010 – 2014",3621
3076,"Paramount High School",NULL,"2006 – 2010",3621
3077,"Oregon State University","Bachelor of Science (BS), Computer Science","1996 – 2001",3622
3078,"Oregon State University","Bachelor of Science (BS), Computer Engineering","1996 – 2001",3622
3079,"Universidad de la República","Software Engineer, Computer Software Engineering","2004 – 2012",3623
3080,"University of Cambridge","First Certificate, English","2000 – 2001",3623
3081,"Christian Brothers / Stella Maris - MVD Uruguay","International Baccalaureate, Engineering","2003 – 2006",3624
3082,"St. Catherine's School / MVD Uruguay",NULL,"1993 – 2003",3624
3083,"Universidad ORT Uruguay","Analista Programador, Information Technology","2013 – 2016",3626
3084,"Universidad de la República","Traductor Público en Inglés","2008 – 2012",3626
3085,"Universidad ORT Uruguay","Analista en Tecnologías de la Información","2007 – 2011",3627
3086,"Universidad de la República","Ingeniería en Computación","2003 – 2009",3627
3089,"Universidad de la República","Computer Engineering, Engineering","1996 – 2013",3630
3090,"Lycée Français de Montevideo",NULL,"1981 – 1995",3630
3091,"Udacity","Artificial Intelligence","2018 – 2018",3631
3092,"Universidad de la República",NULL,"2003 – 2008",3632
3095,"Universidad ORT Uruguay",NULL,"",3635
3096,"Universidad de la República","Software engineering","2003 – 2009",3636
3097,"Instituto Bios","Programador Java","2006 – 2006",3636
3098,"Universidad ORT Uruguay","Programación Visual Basic Orientada a Objetos","2003 – 2004",3636
3099,"Universidad ORT Uruguay","Software engineering","2010",3636
3103,"Universidad de la República",NULL,"1998 – 2003",3638
3104,"Faculdade de Tecnologia de São Paulo","Information Security, IT - Information Technology","2014 – 2016",3639
3105,"Universidad ORT Uruguay",NULL,"1999 – 2004",3640
3106,"Universidad de la República","Master’s Degree, Information Systems","2016 – 2018",3641
3107,"Universidad de Montevideo","Engineer's Degree, Telematics","2009 – 2014",3641
3108,"The British Schools",NULL,"1998 – 2008",3641
3109,"Universidad ORT Uruguay","Analista Programador","",3642
3110,"Universidad de la República","Master's degree, Computer Science","2009 – 2013",3643
3111,"Universidad de la República","Engineer's degree, Computer Software Engineering","2001 – 2008",3643
3112,"Universidad ORT Uruguay","Computer Programming/Programmer, General","2015 – 2016",3644
3113,"Dodgeville High School","High School","2008 – 2012",3644
3114,"Abstracta Academy","Certification in Performance Testing with JMeter and BlazeMeter, Software Engineering","",3644
3115,"Universidad de la República","Analista en Computacion, Computer Science","2005 – 2014",3645
3116,"Universidad de la República","Engineer's Degree, Computer Science","2005",3645
3117,"Universidad de la República",NULL,"1997 – 2009",3646
3118,"BIOS","Analista de Sistemas, Analista de Sistemas","2004 – 2006",3646
3121,"Universidad de la Republica","Licenciatura en Ciencias Biológicas, Microbiología","",3648
3122,"Universidad de la República","Master's degree, Bioinformatics","",3648
3124,"Universidad de la República","Systems Analyst, Software engineering, Computing, Computer science","2003 – 2011",3651
3125,"as",NULL,"",3651
3126,"Bios","PIC Microcontroller Programmer, PIC Microcontrollers (Hardware and programming).","2015 – 2015",3653
3127,"ORT","AS3 Programmer","2008 – 2009",3653
3128,"BIOS","System Analyst","2006 – 2009",3653
3129,"ORT","AS2 Programmer","2006 – 2007",3653
3130,"Taller de Informatica","Setup and Repair PC, PC Setup and Repair","2003 – 2004",3653
3131,"Universidad ORT Uruguay",NULL,"2012 – 2016",3654
3132,"Facultad de Ingeniería, UdelaR",NULL,"2007",3655
3133,"Liceo Justo P. Rodriguez, Cardona","Opción Científico","",3655
3134,"Escuela Nº 9, Martín José Artigas, Cardona",NULL,"",3655
3135,"Universidad de la República","Ingeniero en Computación (Software Engineer), Computer Software Engineering, Software Testing, QA, Test Automation","2002 – 2012",3656
3136,"Universidad de la República","Computer Systems Analyst, Software engineering, Software Testing, QA","2002 – 2011",3656
3137,"Alianza Cultural Uruguay Estados Unidos","First - ECCE, English","2009 – 2010",3656
3138,"Escuela Técnica del Buceo","Bachellor ""Procesamiento y mantenimiento informático"", Software develop, hardware support, software analysis","1999 – 2001",3656
3139,"Universidad ORT Uruguay","Licenciado en Sistemas, Systems Analyst","1997 – 2004",3657
3140,"Saint Catherine's School",NULL,"1986 – 1993",3657
3141,"Universidad ORT Uruguay","Programador Orientado a Objetos, Programación, POO","2008 – 2010",3658
3142,"University of Cambridge","Certificate of Proficiency in English, Lengua y literatura inglesa, general","1992 – 2004",3658
3143,"Universidad de la República","Engineer, IT, Operating Systems, Networking, System Design, Software Engineering","1994 – 2002",3659
3144,"Universitario Autónomo del Sur","Analista de Sistemas, Information Technologies","1991 – 1994",3659
3145,"Universidad de la República","Magíster en Informática, Optimization, Stochastic Programming","2013 – 2017",3660
3146,"Universidad de la República","Ingeniero en Computación, Software Engineering","2000 – 2006",3660
3149,"Technická univerzita vo Zvolene","Master's degree, Mechatronics, Robotics, and Automation Engineering","2000 – 2006",3662
3150,"Universidad de la República","Ingeniera en Computación, Computer Software Engineering","2010 – 2015",3663
3151,"Free University of Bozen-Bolzano","28th European Summer School in Logic, Language and Information, Information Technology","2016 – 2016",3663
